type,subject,text,option1,option2,option3,option4,correctoptionindex,correctnumericanswer,imageurl,difficulty
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_108.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_110.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_109.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_107.jpg,3,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_106.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_148.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_147.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_150.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_149.jpg,1,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_146.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_164.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_165.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_162.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_163.jpg,2,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_161.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_128.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_130.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_127.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_129.jpg,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_126.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_200.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_197.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_198.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_199.jpg,3,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_196.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_204.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_203.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_202.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_205.jpg,2,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_201.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_120.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_118.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_119.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_117.jpg,2,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_116.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_177.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_179.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_178.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_180.jpg,2,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_176.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_153.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_152.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_155.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_154.jpg,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_151.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_184.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_182.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_183.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_185.jpg,1,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_181.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_138.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_137.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_139.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_140.jpg,2,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_136.jpg,Mains
NUMERICAL,Physics,,,,,,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_208.jpg,Mains
NUMERICAL,Physics,,,,,,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_207.jpg,Mains
NUMERICAL,Physics,,,,,,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_206.jpg,Mains
NUMERICAL,Physics,,,,,,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_209.jpg,Mains
NUMERICAL,Chemistry,,,,,,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_210.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_244.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_242.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_243.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_245.jpg,1,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_241.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_284.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_285.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_283.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_282.jpg,3,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_281.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_290.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_288.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_287.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_289.jpg,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_286.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_220.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_217.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_218.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_219.jpg,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_216.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_264.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_263.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_262.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_265.jpg,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_261.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_258.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_259.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_260.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_257.jpg,1,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_256.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_298.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_300.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_299.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_297.jpg,3,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_296.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_215.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_212.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_214.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_213.jpg,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_211.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_294.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_293.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_292.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_295.jpg,2,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_291.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_255.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_254.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_253.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_252.jpg,1,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_251.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_234.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_235.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_232.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_233.jpg,3,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_231.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_240.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_237.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_239.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_238.jpg,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_236.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_273.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_272.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_274.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_275.jpg,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_271.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_309.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_308.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_307.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_310.jpg,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_306.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_229.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_228.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_227.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_230.jpg,2,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_226.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_267.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_269.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_270.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_268.jpg,3,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_266.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_249.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_247.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_248.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_250.jpg,2,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_246.jpg,Mains
MCQ,Physics,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_280.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_278.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_277.jpg,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_279.jpg,0,,https://cdn3.digialm.com/per/g28/pub/2083/touchstone/TempQPImagesStoreMode1/adcimages/1769426070922/86065419///2083_860654_0_29761204_sriva_set05_eng_276.jpg,Mains
